,Height
267,70.92912508
122,66.94934165
1102,72.71616603
2819,71.56651734
642,65.83839113
2547,67.42424017
520,68.72830407
2670,68.52223104
2168,72.56081617
1106,67.32371432
3221,64.76656601
2359,70.94711392
1516,64.80718895
2708,75.94686644
2423,67.29077553
16,72.41831663
658,67.93686881
722,71.45232654
2460,69.22411519
1029,66.19800895
1807,66.67560706
2564,70.17147875
1588,72.36749214
3113,68.12899058
2329,70.39987429
1471,70.24281599
939,68.58137352
2838,69.83697663
2491,69.89303775
1941,68.79287754
96,71.70123402
206,67.84866523
271,72.52166703
1980,70.50545687
1059,70.62786979
1140,71.11214408
1054,73.10634428
3420,65.56187402
3208,72.03894449
2770,69.3803027
231,71.96830565
3247,73.79893605
1854,72.69562419
442,73.53028481
2761,73.68980797
3423,67.93499042
3445,69.7032216
2883,65.62500563
3263,68.84021056
2578,64.57507562
1884,73.04959537
643,70.27553366
1053,67.18093863
85,71.07901758
3106,66.93373779
2903,68.26001881
1047,71.62967826
1400,69.36857659
1849,66.274408
1469,70.17260936
913,68.19853732
2891,69.32222398
2056,69.76430086
2691,70.3753442
920,65.97520718
523,64.3001742
2455,69.0557467
3185,68.74364712
2115,70.09411691
1028,66.87187788
765,69.60028264
2873,61.13647544
1812,66.47556185
2732,70.59702452
3010,64.95081171
2230,67.67198445
109,67.60910494
1182,74.75875244
666,64.93911542
3147,71.42288707
616,69.72688521
470,66.76188387
3328,70.66024964
712,70.21362908
2789,75.88543313
2426,67.28573328
887,66.82084589
2917,63.78640194
2701,69.91053458
1926,68.96188761
2064,66.87778335
3146,68.04105455
804,68.0302156
3027,68.36285847
1233,69.21201113
905,66.53981222
961,70.04693077
2248,74.88030802
258,71.1824554
2845,68.84511687
2156,67.59911559
2738,65.27353936
2268,62.10864035
1390,67.53354038
493,69.42601731
3412,69.12602234
1116,71.92022184
2355,65.1054427
362,64.95507833
2179,71.45613951
1653,69.57909023
1917,64.18148293
1828,67.51751984
410,68.76245756
2209,68.26901426
121,68.72119846
496,62.17833122
3003,69.35797636
2139,68.96353445
3162,68.8629876
3492,69.89355833
2024,64.98108569
1596,66.62843544
3291,71.45666227
2157,67.67104439
1493,73.9953112
1393,68.34236491
3446,70.69159758
1103,72.92136714
1435,74.6870926
2696,65.19286221
73,67.59526881
3498,73.91254915
2411,70.61636287
640,70.86268806
2640,68.60241271
2556,66.10890245
3307,71.31942806
3493,73.66527364
3107,66.85719376
126,67.6098436
471,68.76616172
1793,68.02018827
972,69.19544122
2353,66.98353564
879,65.29891515
274,67.5650399
2794,70.03482109
850,71.0323852
2591,69.94763631
3431,70.09493507
1184,66.60128332
673,76.50188334
610,73.30186575
385,67.65252759
3199,67.0328297
1943,68.36201272
3022,68.9146226
400,69.97090362
3370,69.11382842
3288,67.72418199
510,71.58012314
1874,69.61776378
1392,68.99844693
1603,72.69525855
886,71.76556166
1399,71.01573094
1680,64.4613459
494,69.6062252
2142,66.71742172
1372,65.34320327
337,70.40351683
2774,69.58169997
43,66.09017738
3449,72.26832264
2979,67.14452992
1298,69.70225751
1370,65.85420481
1049,70.11514441
2880,70.43473903
3206,67.5109499
873,64.72625594
651,70.66199203
3218,72.16981015
1300,68.14307845
97,66.83287821
876,70.24286617
959,66.53430651
1990,67.41824071
1740,66.91633531
2722,73.50426823
1739,69.76287854
525,68.62406319
252,65.92942171
3304,73.84689148
1487,73.27944485
487,69.93740019
2672,68.18009307
3261,65.45585482
2697,71.78199597
1981,74.2979207
529,66.11579969
536,74.38801243
1123,63.81097455
3425,72.00576607
407,71.34380763
3088,64.0683621
1295,69.89595731
1522,69.77275692
207,65.93178483
1213,72.42580597
818,68.93635758
518,68.3464565
2539,70.48905264
78,66.51262766
2194,69.66772402
1852,71.76036373
482,72.41058576
179,67.49221827
1442,60.82027054
807,65.83441968
1287,69.51843618
3071,68.64741231
2675,71.15352385
3252,68.17919768
460,69.67906022
1137,69.51565854
1774,64.44838768
3158,67.45276727
2645,73.03580691
1583,71.91211901
266,68.34684231
2676,66.0943193
2049,63.97866126
2191,59.93864965
2985,65.77565831
3305,67.32077624
1549,71.19831618
254,69.16438112
2574,73.18107491
3348,65.95225835
2371,71.64830831
2035,69.47030447
378,65.8385445
262,70.9931439
2228,64.82117138
2393,68.01174873
3388,66.7172738
803,70.40400168
2468,61.67540676
2374,70.75201202
1906,71.75147642
1363,66.93465049
369,69.91563736
2994,72.09346812
1811,68.26284966
3332,60.72107966
649,75.05966865
1128,69.29416757
1019,66.0297085
1721,71.19658688
2509,70.04970229
1621,71.0961131
2081,67.88884253
1545,63.18364112
694,70.14487407
1006,74.05642685
478,71.35738241
1424,67.53165705
1139,66.82276322
3223,69.3804995
3226,70.22947004
1009,68.2698199
947,67.39683425
2610,68.52851255
1534,72.27951671
3283,72.61703752
1959,73.49120494
2540,74.7069641
1736,69.71864181
3436,67.17823441
1546,67.94057835
3102,64.14422174
2830,71.59492645
2449,69.06903607
3194,71.49017916
898,67.27217066
2138,76.56927352
2416,75.14690789
1622,69.98313746
2603,71.17286856
1894,73.54269461
1658,66.50289891
677,69.21041304
318,73.71652763
1991,63.70326374
2758,66.5597304
2296,69.5600329
1673,67.11436084
3160,69.63931191
584,69.97894082
1083,71.09295626
2925,60.9357397
2534,69.41611942
226,64.85579918
1521,73.27818363
1208,71.28884387
2401,75.85011222
1698,70.225252
1970,66.36163569
2816,67.30338623
2939,62.4947331
372,68.29555456
618,69.13726936
1110,71.75142255
2099,73.4628048
3179,73.61021505
3133,72.3502416
2236,66.65652059
2476,69.58728008
1625,74.06743152
2193,67.62447726
3063,69.88345085
3050,69.19182443
1987,65.4782668
1305,69.2854625
782,71.16299165
929,62.70930371
1882,69.74866358
71,70.52322452
2499,68.31234188
1937,67.06412395
2377,71.12082662
1612,67.65084421
2544,69.45866255
2954,67.36349029
315,68.76124693
239,69.1678363
3361,69.86205653
1040,71.72061161
3025,74.31989027
1972,67.78453796
3419,71.81610581
3109,66.6952964
2497,68.90949129
2379,71.33434891
1368,66.25522505
2876,72.35477176
2715,67.19317134
1320,67.87176723
725,70.48564317
1453,71.8139753
971,71.81390356
1317,78.46205292
1585,72.28192835
86,66.59619654
2895,71.38257685
2071,72.39351243
3055,64.43456675
2805,71.89221787
1841,72.0219746
62,73.81853456
2674,71.7655592
2931,67.90676328
1205,72.17407836
3266,73.35838291
1404,71.40971655
1440,67.09221709
1192,71.08480384
2258,68.53658272
456,69.07774056
1463,64.72961551
1180,66.63826918
251,68.23113195
983,73.71674275
143,67.43212021
2956,72.58802109
1766,70.02471448
2866,72.42276135
393,65.70471542
1355,67.87775112
3286,66.7759834
1328,76.29418413
2256,67.00407627
1251,64.57731204
3430,69.59117983
1903,68.69498934
923,69.04314598
483,65.43459687
1315,67.72763125
2900,64.14969589
880,72.74952611
11,71.64080512
3002,66.52826617
1342,66.47024572
870,71.28033023
720,71.4351749
811,67.81460188
598,73.89993869
1418,68.69746059
1058,69.80157523
981,68.23015031
1146,69.20766611
1229,67.7782298
2273,73.4053574
3067,68.41336612
3205,68.38252163
35,70.40092889
550,63.73104817
2006,65.05718061
2105,69.52256705
3282,68.08498674
912,77.16080089
928,69.9822195
3468,70.01436548
511,73.53666772
402,71.90600544
2458,70.89251934
1861,71.11362477
1316,69.0442107
2841,70.88466566
2051,65.8693715
2130,67.28152686
420,69.68979533
3192,66.48723135
727,63.40042323
2438,67.26886221
1781,67.197511
685,72.45463342
3289,72.14053012
479,68.59040604
2532,67.51636961
1925,67.97335037
2267,70.32469964
59,70.01336535
1757,68.42358649
3395,62.45338313
3165,67.2953506
797,71.39730891
74,72.50812038
3343,66.03017594
1500,67.90180866
149,72.54330705
1945,75.00994433
629,69.82746419
3078,71.95918775
2526,66.30707054
1031,69.28503609
324,70.92184441
561,71.4692208
1292,66.22747932
2529,66.73417092
1530,72.61840852
2786,69.9667996
1679,65.77401201
1502,75.46499263
2028,67.99520031
1836,70.69384087
1092,71.62028583
3399,66.19377181
1761,63.00618017
3250,68.03767646
1201,67.99211379
1568,76.45657808
2721,71.71587
2325,70.0240514
295,67.8521307
1156,64.09161305
2924,70.13526573
99,69.41152622
1977,69.698448
2140,72.44634816
1501,71.97052605
823,72.06737999
3119,65.7129823
1401,64.12569658
1720,66.91489408
1380,64.87680275
3375,72.54599254
2488,65.33533475
721,68.59340514
2143,70.67291067
2198,68.70012441
3323,61.8903595
2571,70.17117561
416,66.63469083
1112,65.04122113
2017,67.04611688
3381,67.74470694
1998,69.66711517
2800,73.39098706
1938,63.9016449
2897,70.64713915
2286,63.77036299
476,68.51552345
1950,62.27340148
3448,67.95604898
1011,71.73869477
2251,64.48539029
2295,70.4094368
3184,69.47309637
1280,73.4387723
2795,72.19290998
1036,68.16583681
846,69.84456408
2461,68.43957627
137,68.39540025
2386,66.40239707
729,67.42985418
1535,66.85411068
1154,73.61198537
2832,67.50006718
2889,71.96959796
3095,70.11909775
2111,71.96054792
3257,67.5683852
731,67.11027101
1664,66.48159749
1187,65.25247915
1842,68.36301257
2996,73.9036702
2159,71.35273099
1118,65.66451791
23,75.20597361
2948,65.54030251
3327,74.88521873
1986,75.53321134
38,65.80731565
2668,72.97945059
2550,71.33131266
2421,64.57289686
2952,70.59372691
3212,69.51564045
2661,62.18292852
1231,71.35078258
1626,68.75899269
1670,68.50781491
1952,70.18999922
2029,67.04058976
1306,64.60104553
2452,74.34086087
2412,65.03853205
336,69.69242226
463,68.24687214
2190,69.51460351
1207,74.40120951
3333,63.87340891
1394,69.00216528
2483,68.3685971
2119,66.69311562
1296,67.68753064
2957,67.71981426
1426,68.55795078
1816,70.95200887
3094,74.44660762
2480,69.26342881
838,70.53356477
2448,74.24229314
3290,67.79964529
527,69.05888454
2671,66.35133111
186,69.9554512
2413,73.02420563
1178,66.32751733
794,66.25215051
2061,67.07793117
2218,67.51135804
426,60.74811787
77,72.24516548
2110,73.00609716
2309,71.25353511
2595,64.84516155
1756,70.47367765
1865,68.81943046
1422,72.36993359
2902,71.18791145
2756,68.77246399
458,66.08768889
1599,71.85372209
3473,67.54556979
130,67.49219298
1558,73.4461872
3034,71.36359491
842,68.11809783
2815,67.07585192
169,69.86896981
1283,68.9027232
1992,72.08989925
3211,67.55914912
2796,69.59294259
1744,68.2112871
1489,74.68636681
1780,69.85602232
89,72.31682512
2339,73.62167715
700,69.76009479
2581,69.58244383
1848,68.78657402
2724,68.27990776
2633,68.37453089
659,69.23782869
849,76.49293396
488,71.38602219
1944,68.25856986
2106,71.60881943
3394,68.79342511
3389,71.41518725
773,65.96579505
1572,69.11765738
2031,70.57511154
1800,70.66886319
2350,64.93998961
2530,67.27329355
813,69.63970875
1845,68.64407033
1275,67.10453999
2660,69.47507618
3032,67.3185455
3064,69.03382367
2886,73.42797007
2012,68.82198029
1844,73.18775885
827,68.6942095
446,67.1126798
635,64.53903978
1541,65.93443088
2467,66.7430038
218,71.77484122
2860,69.57803008
2769,66.63511494
364,67.6623988
1217,72.77187483
1927,74.8609076
2911,69.55204142
744,69.56867239
1862,70.59838073
2090,69.32960288
1910,66.80278237
764,68.62688583
502,67.93463453
2618,65.49350879
3485,71.79580863
1266,66.35813705
601,67.11556435
3277,71.05336754
2084,70.29338742
1091,72.10911232
910,69.2081082
2289,67.80360374
611,66.39319245
65,65.27930021
3125,68.30937446
1953,71.077766
492,69.20157812
3465,68.20584261
1177,65.22709704
3235,70.55054847
3104,69.49152342
415,69.53486155
3313,70.95102959
2097,65.8281958
1120,68.15658922
3487,74.97193581
3203,68.28642572
1877,64.82115564
3302,71.83944273
897,66.57798671
2237,66.93341356
1868,70.02605946
1752,67.39264099
1388,67.29401786
1281,67.2019629
2554,62.78899152
637,73.09647798
314,67.37637547
1494,70.53420182
2009,71.11617663
1274,69.22708106
2926,71.7023898
567,67.80567987
3271,68.3382369
198,66.31623192
521,70.15827765
1010,70.07181913
311,71.16724587
2487,73.05977858
2363,67.1351749
2872,70.54400785
1155,68.49107214
3087,70.1969204
1461,72.12882568
622,70.42473053
587,70.57200178
131,65.80624829
1631,70.65523058
2250,70.48962054
655,65.22469166
828,66.65323374
1801,65.83816921
2639,68.13127094
2335,66.39285493
652,67.14466735
8,67.01894966
2463,72.22673274
3048,70.19241426
2644,65.59991303
2998,65.73888272
1724,67.14018598
1592,71.52296431
3476,67.49730354
821,73.50183962
1880,64.03168839
1367,73.80302454
3403,62.67248697
82,73.826127
2577,68.5801273
1127,70.56606384
1171,67.99840926
106,67.55605126
1267,66.07669579
2751,71.38031123
2123,68.41486506
2614,74.11788216
394,67.80399101
695,70.67969103
1343,66.52529411
2995,73.07534485
2503,71.76882246
233,71.47610128
2323,71.49614024
3054,67.47116994
678,63.54636972
1984,67.65327039
1258,67.25589414
1759,71.67636717
1327,70.75264698
2745,72.66524188
1239,70.46445649
3170,71.95536184
861,68.56175073
526,69.66475174
2930,72.36335432
1326,71.02654346
1447,64.43737535
1591,71.66855705
2970,68.3606064
908,71.88269674
1319,70.4044365
21,69.43943987
419,71.61517875
2989,63.76404949
2162,69.99428992
967,68.67738441
2580,69.65496531
1433,70.06209615
2073,65.9085274
3217,67.19207608
3357,69.8442052
2763,68.45706108
2396,66.07186459
1888,68.87912739
3488,63.27589919
613,69.27281261
1777,70.96856341
3455,72.38449341
3072,66.37841132
2561,71.27332641
1262,70.2091372
592,67.73725134
2076,69.7297502
399,67.67682185
719,67.40282109
956,65.84458046
819,76.43455871
2502,71.16501786
2257,69.34647389
3167,65.4048857
2014,78.99874235
2441,70.71093836
335,66.75065413
2189,67.12613559
2725,74.33873882
1124,66.94959112
110,69.29273802
3230,68.41195285
3293,67.67385858
1709,70.27758963
990,69.56977967
3005,68.35987406
918,66.20296361
290,74.78571432
3227,64.93574441
1667,69.56662234
2354,70.01950469
2688,69.96481063
257,63.64405958
1957,68.04679597
2665,72.50441019
449,69.2253203
2372,70.14338611
2356,67.25919794
627,70.31600971
2404,68.26572352
1434,69.3049776
70,69.28950996
2454,66.45444119
3114,71.95468013
172,68.17953269
2700,73.09928377
222,66.80584984
3141,72.21015322
2351,65.87323411
864,70.91655179
539,67.17202444
2765,66.66789351
621,68.35442896
2536,70.31094431
1805,70.40874857
962,68.60571056
124,72.25840892
1376,65.10205207
718,70.54927972
2887,68.95308194
12,64.76632913
1672,70.90374445
1086,71.50724241
2327,65.73996121
2500,61.0744871
914,66.79579309
2746,69.33966738
3385,70.10664086
2992,70.00897326
509,66.09035701
397,61.92694894
3258,70.82464272
1804,69.84381304
120,63.6322646
1312,66.09757603
1855,71.08385997
113,69.19685751
754,66.45689878
2001,67.24770259
